img_id,obj_id,obj_type,obj_bbox,new_obj_bbox,x1,y1,x2,y2,center,marker,intensity
combined_image_1.png,6,Green area,"[691.02, 815.60223, 715.5552, 835.7072]","[1715, 815, 1739, 835]",1715,815,1739,835,"[1727.0, 825.0]","[21, 50]",0.5
combined_image_1.png,7,Green area,"[996.364, 860.2304, 1024.0, 890.94794]","[2020, 860, 2048, 890]",2020,860,2048,890,"[2034.0, 875.0]","[30, 46]",0.9
combined_image_1.png,8,Green area,"[747.82715, 995.3841, 762.8727, 1010.91205]","[1771, 995, 1786, 1010]",1771,995,1786,1010,"[1778.5, 1002.5]","[37, 48]",0.9
combined_image_1.png,9,Green area,"[372.08298, 492.23965, 408.31808, 521.5306]","[1396, 492, 1432, 521]",1396,492,1432,521,"[1414.0, 506.5]","[41, 37]",0.9
combined_image_1.png,10,Green area,"[756.52167, 413.94342, 843.42694, 484.70874]","[1780, 413, 1867, 484]",1780,413,1867,484,"[1823.5, 448.5]","[47, 42]",0.9
combined_image_1.png,11,Green area,"[755.1426, 543.46576, 784.45496, 599.2448]","[1779, 543, 1808, 599]",1779,543,1808,599,"[1793.5, 571.0]","[44, 49]",0.9
combined_image_1.png,12,Green area,"[341.69568, 794.07904, 362.79492, 815.0988]","[1365, 794, 1386, 815]",1365,794,1386,815,"[1375.5, 804.5]","[41, 55]",0.5
combined_image_1.png,13,Green area,"[546.0427, 899.00256, 572.2074, 916.55554]","[1570, 899, 1596, 916]",1570,899,1596,916,"[1583.0, 907.5]","[76, 55]",0.9
combined_image_1.png,14,Green area,"[899.7693, 560.79364, 921.636, 583.0866]","[1923, 560, 1945, 583]",1923,560,1945,583,"[1934.0, 571.5]","[78, 34]",0.5
combined_image_1.png,15,Green area,"[363.64938, 784.5673, 387.79465, 803.78534]","[1387, 784, 1411, 803]",1387,784,1411,803,"[1399.0, 793.5]","[61, 35]",0.9
combined_image_1.png,16,Green area,"[905.5385, 715.3718, 926.47455, 734.44604]","[1929, 715, 1950, 734]",1929,715,1950,734,"[1939.5, 724.5]","[69, 61]",0.5
combined_image_1.png,17,Green area,"[873.666, 521.71783, 893.54114, 539.65643]","[1897, 521, 1917, 539]",1897,521,1917,539,"[1907.0, 530.0]","[80, 48]",0.9
combined_image_1.png,18,Green area,"[700.9937, 236.04147, 806.3134, 352.29654]","[1724, 236, 1830, 352]",1724,236,1830,352,"[1777.0, 294.0]","[72, 57]",0.5
combined_image_1.png,19,Green area,"[297.14392, 748.3345, 317.59943, 768.42004]","[1321, 748, 1341, 768]",1321,748,1341,768,"[1331.0, 758.0]","[99, 60]",0.9
combined_image_1.png,20,Green area,"[170.09258, 357.83618, 227.8124, 422.60352]","[1194, 357, 1251, 422]",1194,357,1251,422,"[1222.5, 389.5]","[86, 51]",0.9
combined_image_1.png,21,Green area,"[634.8404, 753.445, 653.05365, 768.5229]","[1658, 753, 1677, 768]",1658,753,1677,768,"[1667.5, 760.5]","[35, 73]",0.9
combined_image_1.png,22,Green area,"[220.23845, 1001.959, 240.02403, 1023.2738]","[1244, 1001, 1264, 1023]",1244,1001,1264,1023,"[1254.0, 1012.0]","[30, 79]",0.5
combined_image_1.png,23,Green area,"[469.33145, 869.68176, 516.1294, 910.13635]","[1493, 869, 1540, 910]",1493,869,1540,910,"[1516.5, 889.5]","[21, 71]",0.9
combined_image_1.png,24,Green area,"[500.6416, 9.629885, 550.636, 47.260094]","[1524, 9, 1574, 47]",1524,9,1574,47,"[1549.0, 28.0]","[22, 65]",0.5
combined_image_1.png,25,Green area,"[476.37213, 971.76495, 492.94257, 984.6944]","[1500, 971, 1516, 984]",1500,971,1516,984,"[1508.0, 977.5]","[58, 68]",0.7
combined_image_1.png,26,Green area,"[991.7396, 416.3609, 1013.5298, 444.55048]","[2015, 416, 2037, 444]",2015,416,2037,444,"[2026.0, 430.0]","[51, 80]",0.9
combined_image_1.png,27,Green area,"[322.00378, 926.97943, 336.82196, 939.85846]","[1346, 926, 1360, 939]",1346,926,1360,939,"[1353.0, 932.5]","[49, 62]",0.9
combined_image_1.png,28,Green area,"[317.12048, 681.92645, 345.0783, 707.65045]","[1341, 681, 1369, 707]",1341,681,1369,707,"[1355.0, 694.0]","[59, 81]",0.5
combined_image_1.png,29,Green area,"[919.5108, 547.24713, 941.2233, 570.7192]","[1943, 547, 1965, 570]",1943,547,1965,570,"[1954.0, 558.5]","[42, 67]",0.9
combined_image_1.png,30,Green area,"[938.22327, 698.3593, 969.3425, 720.9913]","[1962, 698, 1993, 720]",1962,698,1993,720,"[1977.5, 709.0]","[54, 82]",0.6
combined_image_1.png,31,Green area,"[451.36243, 485.22415, 488.40057, 523.9149]","[1475, 485, 1512, 523]",1475,485,1512,523,"[1493.5, 504.0]","[54, 63]",0.5
combined_image_1.png,32,Green area,"[806.6552, 481.39587, 831.4444, 498.4007]","[1830, 481, 1855, 498]",1830,481,1855,498,"[1842.5, 489.5]","[79, 78]",0.9
combined_image_1.png,33,Green area,"[720.20337, 919.93146, 736.3135, 935.5927]","[1744, 919, 1760, 935]",1744,919,1760,935,"[1752.0, 927.0]","[75, 64]",0.5
combined_image_1.png,34,Green area,"[915.9834, 589.7983, 938.6658, 610.0446]","[1939, 589, 1962, 610]",1939,589,1962,610,"[1950.5, 599.5]","[67, 66]",0.5
combined_image_1.png,35,Green area,"[785.5489, 456.8767, 864.28375, 552.86]","[1809, 456, 1888, 552]",1809,456,1888,552,"[1848.5, 504.0]","[86, 78]",0.9
combined_image_1.png,36,Green area,"[453.53287, 794.5005, 469.9954, 811.4929]","[1477, 794, 1493, 811]",1477,794,1493,811,"[1485.0, 802.5]","[100, 64]",0.5
combined_image_1.png,37,Green area,"[470.57965, 957.73425, 485.516, 981.2455]","[1494, 957, 1509, 981]",1494,957,1509,981,"[1501.5, 969.0]","[91, 66]",0.5
combined_image_1.png,38,Green area,"[583.236, 321.32016, 661.88983, 395.22507]","[1607, 321, 1685, 395]",1607,321,1685,395,"[1646.0, 358.0]","[106, 65]",0.9
combined_image_1.png,39,Green area,"[495.78607, 895.7759, 549.4063, 926.6742]","[1519, 895, 1573, 926]",1519,895,1573,926,"[1546.0, 910.5]","[84, 80]",0.9
combined_image_1.png,40,Green area,"[400.65253, 510.33398, 459.701, 571.8279]","[1424, 510, 1483, 571]",1424,510,1483,571,"[1453.5, 540.5]","[36, 100]",0.6
combined_image_1.png,41,Green area,"[940.5356, 585.68445, 963.9815, 608.0023]","[1964, 585, 1987, 608]",1964,585,1987,608,"[1975.5, 596.5]","[30, 84]",0.9
combined_image_1.png,42,Green area,"[871.75684, 470.6208, 892.9617, 495.17505]","[1895, 470, 1916, 495]",1895,470,1916,495,"[1905.5, 482.5]","[45, 96]",0.5
combined_image_1.png,43,Green area,"[656.22736, 113.236465, 674.9388, 135.49889]","[1680, 113, 1698, 135]",1680,113,1698,135,"[1689.0, 124.0]","[61, 87]",0.9
combined_image_1.png,44,Green area,"[485.56778, 118.57417, 501.23636, 138.71599]","[1509, 118, 1525, 138]",1509,118,1525,138,"[1517.0, 128.0]","[68, 86]",0.6
combined_image_1.png,45,Green area,"[0.0, 641.86536, 291.2442, 859.6986]","[1024, 641, 1315, 859]",1024,641,1315,859,"[1169.5, 750.0]","[80, 82]",0.6
combined_image_1.png,46,Green area,"[403.86383, 532.79913, 434.73077, 562.7928]","[1427, 532, 1458, 562]",1427,532,1458,562,"[1442.5, 547.0]","[74, 89]",0.7
combined_image_1.png,47,Green area,"[22.89772, 819.4652, 79.61923, 864.6881]","[1046, 819, 1103, 864]",1046,819,1103,864,"[1074.5, 841.5]","[45, 10]",0.9
combined_image_1.png,1,Open Land,"[980.9643, 894.22156, 1024.0, 970.6924]","[2004, 894, 2048, 970]",2004,894,2048,970,"[2026.0, 932.0]","[39, 16]",0.6
combined_image_1.png,2,Open Land,"[1.3349915, 10.36673, 555.0818, 765.44275]","[1025, 10, 1579, 765]",1025,10,1579,765,"[1302.0, 387.5]","[52, 14]",0.8
combined_image_1.png,3,Open Land,"[474.6084, 783.0185, 533.41943, 842.5777]","[1498, 783, 1557, 842]",1498,783,1557,842,"[1527.5, 812.5]","[62, 8]",0.8
combined_image_1.png,4,Open Land,"[405.46472, 5.8501434, 638.19556, 142.69113]","[1429, 5, 1662, 142]",1429,5,1662,142,"[1545.5, 73.5]","[1, 38]",0.8
combined_image_1.png,5,Open Land,"[407.60553, 936.9495, 458.85626, 984.867]","[1431, 936, 1482, 984]",1431,936,1482,984,"[1456.5, 960.0]","[-3, 34]",0.8
combined_image_1.png,6,Open Land,"[920.5264, 213.52225, 1021.71564, 429.90384]","[1944, 213, 2045, 429]",1944,213,2045,429,"[1994.5, 321.0]","[10, 38]",0.8
combined_image_1.png,7,Open Land,"[527.06244, 928.54034, 577.6962, 984.5787]","[1551, 928, 1601, 984]",1551,928,1601,984,"[1576.0, 956.0]","[33, 40]",0.8
combined_image_1.png,8,Open Land,"[9.126045, 936.5095, 57.92829, 999.09094]","[1033, 936, 1081, 999]",1033,936,1081,999,"[1057.0, 967.5]","[22, 29]",0.8
combined_image_1.png,9,Open Land,"[658.3151, 548.5912, 823.16583, 727.25024]","[1682, 548, 1847, 727]",1682,548,1847,727,"[1764.5, 637.5]","[25, 17]",0.9
combined_image_1.png,10,Open Land,"[776.83923, 1.8568764, 1024.0, 121.73404]","[1800, 1, 2048, 121]",1800,1,2048,121,"[1924.0, 61.0]","[23, 28]",0.9
combined_image_1.png,11,Open Land,"[712.36017, 2.0783615, 818.6037, 137.17209]","[1736, 2, 1842, 137]",1736,2,1842,137,"[1789.0, 69.5]","[49, 28]",0.9
combined_image_1.png,12,Open Land,"[413.7788, 591.73193, 521.1048, 709.83154]","[1437, 591, 1545, 709]",1437,591,1545,709,"[1491.0, 650.0]","[40, 20]",0.8
combined_image_1.png,13,Open Land,"[793.949, 82.9762, 1024.0, 196.92313]","[1817, 82, 2048, 196]",1817,82,2048,196,"[1932.5, 139.0]","[34, 40]",0.9
combined_image_1.png,14,Open Land,"[418.02335, 144.90918, 612.3132, 413.68805]","[1442, 144, 1636, 413]",1442,144,1636,413,"[1539.0, 278.5]","[45, 18]",0.9
combined_image_1.png,1,Green area,"[790.7346, 978.75964, 822.2919, 1011.90955]","[2838, 978, 2870, 1011]",2838,978,2870,1011,"[2854.0, 994.5]","[47, 19]",0.8
combined_image_1.png,2,Green area,"[858.2961, 492.21762, 901.3632, 522.2566]","[2906, 492, 2949, 522]",2906,492,2949,522,"[2927.5, 507.0]","[78, 31]",0.5
combined_image_1.png,3,Green area,"[905.68713, 641.2103, 950.10657, 694.6134]","[2953, 641, 2998, 694]",2953,641,2998,694,"[2975.5, 667.5]","[57, 29]",0.9
combined_image_1.png,4,Green area,"[307.2207, 0.0, 399.1007, 65.3942]","[2355, 0, 2447, 65]",2355,0,2447,65,"[2401.0, 32.5]","[73, 40]",0.8
combined_image_1.png,5,Green area,"[515.8575, 654.55255, 551.49506, 692.012]","[2563, 654, 2599, 692]",2563,654,2599,692,"[2581.0, 673.0]","[78, 21]",0.9
combined_image_1.png,6,Green area,"[594.81934, 601.5773, 634.3834, 633.145]","[2642, 601, 2682, 633]",2642,601,2682,633,"[2662.0, 617.0]","[65, 25]",0.5
combined_image_1.png,7,Green area,"[639.44073, 3.251917, 694.30743, 51.025063]","[2687, 3, 2742, 51]",2687,3,2742,51,"[2714.5, 27.0]","[83, 32]",0.9
combined_image_1.png,8,Green area,"[12.884085, 850.01825, 35.51596, 867.701]","[2060, 850, 2083, 867]",2060,850,2083,867,"[2071.5, 858.5]","[83, 32]",0.8
combined_image_1.png,9,Green area,"[996.31976, 696.25305, 1019.4632, 720.5326]","[3044, 696, 3067, 720]",3044,696,3067,720,"[3055.5, 708.0]","[12, 47]",0.9
combined_image_1.png,10,Green area,"[774.7027, 545.45184, 797.4511, 566.08954]","[2822, 545, 2845, 566]",2822,545,2845,566,"[2833.5, 555.5]","[15, 50]",0.7
combined_image_1.png,11,Green area,"[856.01276, 325.34088, 891.9655, 364.05023]","[2904, 325, 2939, 364]",2904,325,2939,364,"[2921.5, 344.5]","[9, 44]",0.5
combined_image_1.png,12,Green area,"[453.4218, 630.6107, 490.9524, 659.3866]","[2501, 630, 2538, 659]",2501,630,2538,659,"[2519.5, 644.5]","[12, 49]",0.9
combined_image_1.png,13,Green area,"[57.362812, 606.38104, 81.11934, 626.5358]","[2105, 606, 2129, 626]",2105,606,2129,626,"[2117.0, 616.0]","[15, 58]",0.9
combined_image_1.png,14,Green area,"[273.67453, 557.6555, 336.88412, 600.5431]","[2321, 557, 2384, 600]",2321,557,2384,600,"[2352.5, 578.5]","[38, 37]",0.5
combined_image_1.png,15,Green area,"[443.38727, 5.3506584, 536.8609, 95.89197]","[2491, 5, 2584, 95]",2491,5,2584,95,"[2537.5, 50.0]","[21, 50]",0.5
combined_image_1.png,16,Green area,"[808.9305, 602.25934, 829.5164, 623.63727]","[2856, 602, 2877, 623]",2856,602,2877,623,"[2866.5, 612.5]","[30, 46]",0.9
combined_image_1.png,17,Green area,"[0.0, 861.0785, 13.39686, 883.00806]","[2048, 861, 2061, 883]",2048,861,2061,883,"[2054.5, 872.0]","[37, 48]",0.9
combined_image_1.png,18,Green area,"[846.3842, 818.65375, 880.4433, 851.5933]","[2894, 818, 2928, 851]",2894,818,2928,851,"[2911.0, 834.5]","[41, 37]",0.9
combined_image_1.png,19,Green area,"[544.2128, 69.30447, 576.68695, 98.471016]","[2592, 69, 2624, 98]",2592,69,2624,98,"[2608.0, 83.5]","[47, 42]",0.9
combined_image_1.png,20,Green area,"[608.9007, 641.4028, 647.9755, 678.7116]","[2656, 641, 2695, 678]",2656,641,2695,678,"[2675.5, 659.5]","[44, 49]",0.9
combined_image_1.png,21,Green area,"[678.1227, 710.1265, 709.10645, 733.7602]","[2726, 710, 2757, 733]",2726,710,2757,733,"[2741.5, 721.5]","[41, 55]",0.5
combined_image_1.png,22,Green area,"[641.469, 77.919754, 666.04443, 101.51683]","[2689, 77, 2714, 101]",2689,77,2714,101,"[2701.5, 89.0]","[76, 55]",0.9
combined_image_1.png,23,Green area,"[8.267544, 960.2804, 40.947285, 1007.8865]","[2056, 960, 2088, 1007]",2056,960,2088,1007,"[2072.0, 983.5]","[78, 34]",0.5
combined_image_1.png,24,Green area,"[768.5632, 844.348, 815.3476, 904.26135]","[2816, 844, 2863, 904]",2816,844,2863,904,"[2839.5, 874.0]","[61, 35]",0.9
combined_image_1.png,25,Green area,"[487.88388, 527.72327, 513.1879, 552.70435]","[2535, 527, 2561, 552]",2535,527,2561,552,"[2548.0, 539.5]","[69, 61]",0.5
combined_image_1.png,26,Green area,"[615.3928, 391.3281, 654.6664, 423.07297]","[2663, 391, 2702, 423]",2663,391,2702,423,"[2682.5, 407.0]","[80, 48]",0.9
combined_image_1.png,27,Green area,"[729.15125, 853.7924, 749.71204, 870.2088]","[2777, 853, 2797, 870]",2777,853,2797,870,"[2787.0, 861.5]","[72, 57]",0.5
combined_image_1.png,28,Green area,"[644.4555, 549.127, 665.48676, 569.8731]","[2692, 549, 2713, 569]",2692,549,2713,569,"[2702.5, 559.0]","[99, 60]",0.9
combined_image_1.png,29,Green area,"[500.3018, 419.36, 534.9695, 447.80365]","[2548, 419, 2582, 447]",2548,419,2582,447,"[2565.0, 433.0]","[86, 51]",0.9
combined_image_1.png,30,Green area,"[814.1403, 734.4178, 851.9921, 769.75726]","[2862, 734, 2899, 769]",2862,734,2899,769,"[2880.5, 751.5]","[35, 73]",0.9
combined_image_1.png,31,Green area,"[370.01642, 513.67615, 393.0852, 534.0217]","[2418, 513, 2441, 534]",2418,513,2441,534,"[2429.5, 523.5]","[30, 79]",0.5
combined_image_1.png,32,Green area,"[775.63983, 77.27175, 801.8996, 102.67608]","[2823, 77, 2849, 102]",2823,77,2849,102,"[2836.0, 89.5]","[21, 71]",0.9
combined_image_1.png,33,Green area,"[1001.6143, 405.44946, 1023.50446, 444.54987]","[3049, 405, 3071, 444]",3049,405,3071,444,"[3060.0, 424.5]","[22, 65]",0.5
combined_image_1.png,34,Green area,"[878.2516, 879.9165, 903.66565, 906.47217]","[2926, 879, 2951, 906]",2926,879,2951,906,"[2938.5, 892.5]","[58, 68]",0.7
combined_image_1.png,35,Green area,"[239.13194, 540.81415, 273.45184, 568.98553]","[2287, 540, 2321, 568]",2287,540,2321,568,"[2304.0, 554.0]","[51, 80]",0.9
combined_image_1.png,36,Green area,"[724.6498, 50.280155, 754.95483, 76.9612]","[2772, 50, 2802, 76]",2772,50,2802,76,"[2787.0, 63.0]","[49, 62]",0.9
combined_image_1.png,37,Green area,"[871.22064, 931.5312, 925.32416, 1001.16547]","[2919, 931, 2973, 1001]",2919,931,2973,1001,"[2946.0, 966.0]","[59, 81]",0.5
combined_image_1.png,38,Green area,"[404.64188, 179.4747, 423.996, 194.74808]","[2452, 179, 2471, 194]",2452,179,2471,194,"[2461.5, 186.5]","[42, 67]",0.9
combined_image_1.png,39,Green area,"[932.9475, 584.04834, 957.3291, 615.63916]","[2980, 584, 3005, 615]",2980,584,3005,615,"[2992.5, 599.5]","[54, 82]",0.6
combined_image_1.png,40,Green area,"[574.4225, 771.6085, 593.6831, 789.6957]","[2622, 771, 2641, 789]",2622,771,2641,789,"[2631.5, 780.0]","[54, 63]",0.5
combined_image_1.png,41,Green area,"[546.2818, 853.4139, 612.675, 966.9644]","[2594, 853, 2660, 966]",2594,853,2660,966,"[2627.0, 909.5]","[79, 78]",0.9
combined_image_1.png,42,Green area,"[163.9102, 578.80164, 194.32957, 603.4811]","[2211, 578, 2242, 603]",2211,578,2242,603,"[2226.5, 590.5]","[75, 64]",0.5
combined_image_1.png,43,Green area,"[687.5121, 731.4806, 710.2964, 752.8983]","[2735, 731, 2758, 752]",2735,731,2758,752,"[2746.5, 741.5]","[67, 66]",0.5
combined_image_1.png,44,Green area,"[31.75301, 792.31024, 53.892193, 816.5766]","[2079, 792, 2101, 816]",2079,792,2101,816,"[2090.0, 804.0]","[86, 78]",0.9
combined_image_1.png,45,Green area,"[352.02197, 491.6103, 380.90216, 516.619]","[2400, 491, 2428, 516]",2400,491,2428,516,"[2414.0, 503.5]","[100, 64]",0.5
combined_image_1.png,46,Green area,"[77.51703, 887.34015, 104.75986, 916.8985]","[2125, 887, 2152, 916]",2125,887,2152,916,"[2138.5, 901.5]","[91, 66]",0.5
combined_image_1.png,47,Green area,"[17.725025, 751.7218, 33.325638, 775.64453]","[2065, 751, 2081, 775]",2065,751,2081,775,"[2073.0, 763.0]","[106, 65]",0.9
combined_image_1.png,48,Green area,"[426.57205, 670.7361, 447.0413, 689.5664]","[2474, 670, 2495, 689]",2474,670,2495,689,"[2484.5, 679.5]","[84, 80]",0.9
combined_image_1.png,49,Green area,"[882.91846, 307.90778, 935.5637, 352.0036]","[2930, 307, 2983, 352]",2930,307,2983,352,"[2956.5, 329.5]","[36, 100]",0.6
combined_image_1.png,50,Green area,"[585.7316, 361.0442, 604.2482, 379.54974]","[2633, 361, 2652, 379]",2633,361,2652,379,"[2642.5, 370.0]","[30, 84]",0.9
combined_image_1.png,51,Green area,"[576.10516, 383.63312, 613.9642, 413.1905]","[2624, 383, 2661, 413]",2624,383,2661,413,"[2642.5, 398.0]","[45, 96]",0.5
combined_image_1.png,52,Green area,"[456.9643, 135.63464, 480.34027, 155.24942]","[2504, 135, 2528, 155]",2504,135,2528,155,"[2516.0, 145.0]","[61, 87]",0.9
combined_image_1.png,53,Green area,"[770.3386, 911.30774, 809.32654, 935.1659]","[2818, 911, 2857, 935]",2818,911,2857,935,"[2837.5, 923.0]","[68, 86]",0.6
combined_image_1.png,54,Green area,"[547.8128, 860.71454, 583.13995, 912.59283]","[2595, 860, 2631, 912]",2595,860,2631,912,"[2613.0, 886.0]","[80, 82]",0.6
combined_image_1.png,55,Green area,"[691.32587, 173.32295, 717.5025, 193.79433]","[2739, 173, 2765, 193]",2739,173,2765,193,"[2752.0, 183.0]","[74, 89]",0.7
combined_image_1.png,56,Green area,"[774.7025, 49.127525, 809.2992, 80.57757]","[2822, 49, 2857, 80]",2822,49,2857,80,"[2839.5, 64.5]","[45, 10]",0.9
combined_image_1.png,57,Green area,"[70.212654, 869.979, 93.90864, 893.942]","[2118, 869, 2141, 893]",2118,869,2141,893,"[2129.5, 881.0]","[39, 16]",0.6
combined_image_1.png,58,Green area,"[896.10944, 935.62933, 922.03754, 962.53485]","[2944, 935, 2970, 962]",2944,935,2970,962,"[2957.0, 948.5]","[52, 14]",0.8
combined_image_1.png,59,Green area,"[962.8215, 286.1288, 990.9224, 312.7067]","[3010, 286, 3038, 312]",3010,286,3038,312,"[3024.0, 299.0]","[62, 8]",0.8
combined_image_1.png,60,Green area,"[878.4742, 568.06555, 926.8239, 605.15186]","[2926, 568, 2974, 605]",2926,568,2974,605,"[2950.0, 586.5]","[1, 38]",0.8
combined_image_1.png,61,Green area,"[60.103878, 850.5428, 83.12648, 873.02704]","[2108, 850, 2131, 873]",2108,850,2131,873,"[2119.5, 861.5]","[-3, 34]",0.8
combined_image_1.png,62,Green area,"[754.0636, 184.64188, 776.2339, 207.19424]","[2802, 184, 2824, 207]",2802,184,2824,207,"[2813.0, 195.5]","[10, 38]",0.8
combined_image_1.png,63,Green area,"[886.69257, 975.9834, 908.3006, 996.9885]","[2934, 975, 2956, 996]",2934,975,2956,996,"[2945.0, 985.5]","[33, 40]",0.8
combined_image_1.png,64,Green area,"[289.49756, 523.2187, 315.08252, 545.3659]","[2337, 523, 2363, 545]",2337,523,2363,545,"[2350.0, 534.0]","[22, 29]",0.8
combined_image_1.png,65,Green area,"[600.75806, 347.57803, 630.59656, 372.52493]","[2648, 347, 2678, 372]",2648,347,2678,372,"[2663.0, 359.5]","[25, 17]",0.9
combined_image_1.png,66,Green area,"[770.2962, 582.01337, 795.5455, 608.2404]","[2818, 582, 2843, 608]",2818,582,2843,608,"[2830.5, 595.0]","[23, 28]",0.9
combined_image_1.png,67,Green area,"[926.5723, 315.66214, 949.4323, 340.4838]","[2974, 315, 2997, 340]",2974,315,2997,340,"[2985.5, 327.5]","[49, 28]",0.9
combined_image_1.png,68,Green area,"[570.90857, 589.2455, 591.5017, 606.6244]","[2618, 589, 2639, 606]",2618,589,2639,606,"[2628.5, 597.5]","[40, 20]",0.8
combined_image_1.png,69,Green area,"[837.7482, 207.18639, 869.46686, 240.05266]","[2885, 207, 2917, 240]",2885,207,2917,240,"[2901.0, 223.5]","[34, 40]",0.9
combined_image_1.png,70,Green area,"[535.0647, 401.98712, 575.5652, 431.54333]","[2583, 401, 2623, 431]",2583,401,2623,431,"[2603.0, 416.0]","[45, 18]",0.9
