id,video_name,frame_id,case,confidence,track_id,lat,lng,intensity,circle,clickable,radius,isVideo,color,images_location
34,dataset_1447,2,Road Cracks,0.990121782,1,26.61191953,37.92368024,40,TRUE,FALSE,5,FALSE,yellow,
35,dataset_1447,2,Road Cracks,0.990121782,1,26.59859149,37.93147353,40,TRUE,FALSE,8,FALSE,yellow,
36,dataset_1447,2,Road Cracks,0.990121782,1,26.60175371,37.92995786,40,TRUE,FALSE,5,FALSE,yellow,
37,dataset_1447,2,Road Cracks,0.990121782,1,26.58768436,37.93970144,40,TRUE,FALSE,5,FALSE,yellow,
38,dataset_1447,2,Road Cracks,0.990121782,1,26.58510264,37.94071189,40,TRUE,FALSE,5,FALSE,yellow,
39,dataset_1447,2,Road Cracks,0.990121782,1,26.57438788,37.9443928,40,TRUE,FALSE,5,FALSE,yellow,
40,dataset_1447,2,Road Cracks,0.990121782,1,26.58568353,37.94648587,40,TRUE,FALSE,5,FALSE,yellow,
41,dataset_1447,2,Road Cracks,0.990121782,1,26.58884612,37.94229973,40,TRUE,FALSE,5,FALSE,yellow,
42,dataset_1447,2,Road Cracks,0.990121782,1,26.58929791,37.94359888,40,TRUE,FALSE,5,FALSE,yellow,
43,dataset_1447,2,Road Cracks,0.990121782,1,26.588407,37.94078407,40,TRUE,FALSE,5,FALSE,yellow,
44,dataset_1447,2,Road Cracks,0.990121782,1,26.58097177,37.94453715,40,TRUE,FALSE,5,FALSE,yellow,
45,dataset_1447,2,Road Cracks,0.990121782,1,26.57942265,37.94561977,40,TRUE,FALSE,5,FALSE,yellow,
46,dataset_1447,2,Road Cracks,0.990121782,1,26.59045964,37.94626934,40,TRUE,FALSE,5,FALSE,yellow,
47,dataset_1447,2,Road Cracks,0.990121782,1,26.5944611,37.94453715,40,TRUE,FALSE,5,FALSE,yellow,
48,dataset_1447,2,Road Cracks,0.990121782,1,26.59568732,37.94533107,40,TRUE,FALSE,8,FALSE,yellow,
49,dataset_1447,2,Road Cracks,0.990121782,1,26.5975589,37.94973373,40,TRUE,FALSE,5,FALSE,yellow,
50,dataset_1447,2,Road Cracks,0.990121782,1,26.59930138,37.94742414,40,TRUE,FALSE,5,FALSE,yellow,
51,dataset_1447,2,Road Cracks,0.990121782,1,26.60104383,37.94764066,40,TRUE,FALSE,5,FALSE,yellow,
52,dataset_1447,2,Road Cracks,0.990121782,1,26.5936221,37.9521155,40,TRUE,FALSE,5,FALSE,yellow,
53,dataset_1447,2,Road Cracks,0.990121782,1,26.60439959,37.95204332,40,TRUE,FALSE,5,FALSE,yellow,
54,dataset_1447,2,Road Cracks,0.990121782,1,26.60620649,37.95059983,40,TRUE,FALSE,5,FALSE,yellow,
55,dataset_1447,2,Road Cracks,0.990121782,1,26.60562571,37.94706327,40,TRUE,FALSE,5,FALSE,yellow,
56,dataset_1447,2,Road Cracks,0.990121782,1,26.60562571,37.94561977,40,TRUE,FALSE,5,FALSE,yellow,
57,dataset_1447,2,Road Cracks,0.990121782,1,26.60188278,37.94345453,40,TRUE,FALSE,5,FALSE,yellow,
58,dataset_1447,2,Road Cracks,0.990121782,1,26.60007581,37.94432063,40,TRUE,FALSE,5,FALSE,yellow,
59,dataset_1447,2,Road Cracks,0.990121782,1,26.57529157,37.95796165,40,TRUE,FALSE,5,FALSE,yellow,
60,dataset_1447,2,Road Cracks,0.990121782,1,26.57154765,37.93775273,40,TRUE,FALSE,5,FALSE,yellow,
61,dataset_1447,2,Road Cracks,0.990121782,1,26.57077609,37.94175831,40,TRUE,FALSE,5,FALSE,yellow,
62,dataset_1447,2,Road Cracks,0.990121782,1,26.56751916,37.94928405,40,TRUE,FALSE,5,FALSE,yellow,
63,dataset_1447,2,Road Cracks,0.990121782,1,26.56143931,37.95948021,40,TRUE,FALSE,8,FALSE,yellow,
64,dataset_1447,2,Road Cracks,0.990121782,1,26.54775847,37.94867713,40,TRUE,FALSE,5,FALSE,yellow,
65,dataset_1447,2,Road Cracks,0.990121782,1,26.56230788,37.9489199,40,TRUE,FALSE,5,FALSE,yellow,
66,dataset_1447,2,Road Cracks,0.990121782,1,26.56317644,37.94078724,40,TRUE,FALSE,5,FALSE,yellow,
67,dataset_1447,2,Road Cracks,0.990121782,1,26.55796496,37.96008713,40,TRUE,FALSE,5,FALSE,yellow,
68,dataset_1447,2,Road Cracks,0.990121782,1,26.55329615,37.9688267,40,TRUE,FALSE,5,FALSE,yellow,
69,dataset_1447,2,Road Cracks,0.990121782,1,26.54645545,37.95486766,40,TRUE,FALSE,5,FALSE,yellow,
70,dataset_1447,2,Road Cracks,0.990121782,1,26.54580393,37.96166511,40,TRUE,FALSE,5,FALSE,yellow,
71,dataset_1447,2,Road Cracks,0.990121782,1,26.55481625,37.95256139,40,TRUE,FALSE,5,FALSE,yellow,
72,dataset_1447,2,Road Cracks,0.990121782,1,26.56067931,37.94758469,40,TRUE,FALSE,5,FALSE,yellow,
73,dataset_1447,2,Road Cracks,0.990121782,1,26.56990758,37.94527841,40,TRUE,FALSE,5,FALSE,yellow,
74,dataset_1447,2,Road Cracks,0.990121782,1,26.54178616,37.97295372,40,TRUE,FALSE,5,FALSE,yellow,
75,dataset_1447,2,Road Cracks,0.990121782,1,26.54374077,37.97052606,40,TRUE,FALSE,5,FALSE,yellow,
76,dataset_1447,2,Road Cracks,0.990121782,1,26.55221035,37.96834117,40,TRUE,FALSE,5,FALSE,yellow,
77,dataset_1447,2,Road Cracks,0.990121782,1,26.54286421,37.9693596,40,TRUE,FALSE,5,FALSE,yellow,
78,dataset_1447,2,Road Cracks,0.990121782,1,26.54631945,37.97416611,40,TRUE,FALSE,5,FALSE,yellow,
79,dataset_1447,2,Trees,0.990121782,1,26.54764989,37.95341107,40,TRUE,FALSE,5,FALSE,green,
80,dataset_1448,3,Trees,0.990121782,1,26.6286915,37.92303198,40,TRUE,FALSE,6,FALSE,green,
81,dataset_1449,4,Trees,0.990121782,1,26.62163244,37.92268866,40,TRUE,FALSE,8,FALSE,green,
82,dataset_1450,5,Trees,0.990121782,1,26.62193936,37.91959875,40,TRUE,FALSE,5,FALSE,green,
83,dataset_1451,6,Trees,0.990121782,1,26.62025126,37.92037123,40,TRUE,FALSE,5,FALSE,green,
84,dataset_1452,7,Trees,0.990121782,1,26.61871661,37.92466276,40,TRUE,FALSE,5,FALSE,green,
85,dataset_1453,8,Trees,0.990121782,1,26.640978,37.92595022,40,TRUE,FALSE,5,FALSE,green,
86,dataset_1454,9,Trees,0.990121782,1,26.61403578,37.92886847,40,TRUE,FALSE,5,FALSE,green,
87,dataset_1455,10,Trees,0.990121782,1,26.61587744,37.92981261,40,TRUE,FALSE,5,FALSE,green,
88,dataset_1456,11,Trees,0.990121782,1,26.61296146,37.93161505,40,TRUE,FALSE,5,FALSE,green,
89,dataset_1457,12,Trees,0.990121782,1,26.61234756,37.93024176,40,TRUE,FALSE,5,FALSE,green,
90,dataset_1458,13,Trees,0.990121782,1,26.61487988,37.93032759,40,TRUE,FALSE,5,FALSE,green,
91,dataset_1459,14,Trees,0.990121782,1,26.60996867,37.93195837,40,TRUE,FALSE,5,FALSE,green,
92,dataset_1460,15,Trees,0.990121782,1,26.6108128,37.93281668,40,TRUE,FALSE,5,FALSE,green,
93,dataset_1461,16,Trees,0.990121782,1,26.60927802,37.93513411,40,TRUE,FALSE,8,FALSE,green,
94,dataset_1462,17,Trees,0.990121782,1,26.60843388,37.93367499,40,TRUE,FALSE,5,FALSE,green,
95,dataset_1463,18,Trees,0.990121782,1,26.60735951,37.93401831,40,TRUE,FALSE,5,FALSE,green,
96,dataset_1464,19,Trees,0.990121782,1,26.60751299,37.93521994,40,TRUE,FALSE,5,FALSE,green,
97,dataset_1465,20,Trees,0.990121782,1,26.6065921,37.93479079,40,TRUE,FALSE,8,FALSE,green,
98,dataset_1466,21,Trees,0.990121782,1,26.60198752,37.93195837,40,TRUE,FALSE,5,FALSE,green,
99,dataset_1467,22,Trees,0.990121782,1,26.60252473,37.93350333,40,TRUE,FALSE,5,FALSE,green,
100,dataset_1468,23,Trees,0.990121782,1,26.60052937,37.93324583,40,TRUE,FALSE,5,FALSE,green,
101,dataset_1469,24,Trees,0.990121782,1,26.60091309,37.93685072,40,TRUE,FALSE,5,FALSE,green,
102,dataset_1470,25,Trees,0.990121782,1,26.60045262,37.93642157,40,TRUE,FALSE,5,FALSE,green,
103,dataset_1471,26,Trees,0.990121782,1,26.59815023,37.93891066,40,TRUE,FALSE,5,FALSE,green,
104,dataset_1472,27,Trees,0.990121782,1,26.59799674,37.93676489,40,TRUE,FALSE,5,FALSE,green,
105,dataset_1473,28,Trees,0.990121782,1,26.60006889,37.93599242,40,TRUE,FALSE,5,FALSE,green,
106,dataset_1474,29,Trees,0.990121782,1,26.59976191,37.93933981,40,TRUE,FALSE,5,FALSE,green,
107,dataset_1475,30,Trees,0.990121782,1,26.59584779,37.94062727,40,TRUE,FALSE,5,FALSE,green,
108,dataset_1476,31,Trees,0.990121782,1,26.59646178,37.9376232,40,TRUE,FALSE,5,FALSE,green,
109,dataset_1477,32,Trees,0.990121782,1,26.59446631,37.94036978,40,TRUE,FALSE,5,FALSE,green,
110,dataset_1478,33,Trees,0.990121782,1,26.59408256,37.93891066,40,TRUE,FALSE,5,FALSE,green,
111,dataset_1479,34,Trees,0.990121782,1,26.59193354,37.93976897,40,TRUE,FALSE,5,FALSE,green,
112,dataset_1480,35,Trees,0.990121782,1,26.5900915,37.94277304,40,TRUE,FALSE,5,FALSE,green,
113,dataset_1481,36,Trees,0.990121782,1,26.590245,37.94483298,40,TRUE,FALSE,5,FALSE,green,
114,dataset_1482,37,Trees,0.990121782,1,26.59316156,37.94036978,40,TRUE,FALSE,5,FALSE,green,
115,dataset_1483,38,Trees,0.990121782,1,26.58740513,37.94242972,40,TRUE,FALSE,5,FALSE,green,
116,dataset_1484,39,Trees,0.990121782,1,26.58725162,37.94680708,40,TRUE,FALSE,5,FALSE,green,
117,dataset_1485,40,Trees,0.990121782,1,26.58571652,37.94354552,40,TRUE,FALSE,5,FALSE,green,
118,dataset_1486,41,Trees,0.990121782,1,26.58533274,37.94234389,40,TRUE,FALSE,5,FALSE,green,
119,dataset_1487,42,Trees,0.990121782,1,26.58502616,37.94437316,40,TRUE,FALSE,5,FALSE,green,
120,dataset_1488,43,Trees,0.990121782,1,26.58462276,37.9432364,40,TRUE,FALSE,5,FALSE,green,
121,dataset_1489,44,Trees,0.990121782,1,26.58171825,37.94309206,40,TRUE,FALSE,8,FALSE,green,
122,dataset_1490,45,Trees,0.990121782,1,26.58207325,37.94464381,40,TRUE,FALSE,5,FALSE,green,
123,dataset_1491,46,Trees,0.990121782,1,26.58252506,37.94592491,40,TRUE,FALSE,5,FALSE,green,
124,dataset_1492,47,Trees,0.990121782,1,26.5836546,37.94857733,40,TRUE,FALSE,5,FALSE,green,
125,dataset_1493,48,Trees,0.990121782,1,26.58410641,37.94969604,40,TRUE,FALSE,5,FALSE,green,
126,dataset_1494,49,Trees,0.990121782,1,26.58073392,37.94722406,40,TRUE,FALSE,5,FALSE,green,
127,dataset_1495,50,Trees,0.990121782,1,26.58036278,37.94758493,40,TRUE,FALSE,5,FALSE,green,
128,dataset_1496,51,Trees,0.990121782,1,26.57863615,37.94722406,40,TRUE,FALSE,5,FALSE,green,
129,dataset_1497,52,Trees,0.990121782,1,26.57895889,37.94688123,40,TRUE,FALSE,5,FALSE,green,
130,dataset_1498,53,Trees,0.990121782,1,26.57781317,37.9475308,40,TRUE,FALSE,5,FALSE,green,
131,dataset_1499,54,Trees,0.990121782,1,26.57768407,37.94976822,40,TRUE,FALSE,5,FALSE,green,
132,dataset_1500,55,Trees,0.990121782,1,26.52727597,37.97614022,40,TRUE,FALSE,5,FALSE,green,
133,dataset_1501,56,Trees,0.990121782,1,26.57396377,37.93117976,40,TRUE,FALSE,5,FALSE,green,
134,dataset_1502,57,Trees,0.990121782,1,26.54647301,37.96412392,40,TRUE,FALSE,5,FALSE,green,
135,dataset_1503,58,Trees,0.990121782,1,26.56447929,37.93576178,40,TRUE,FALSE,5,FALSE,green,
136,dataset_1504,59,Trees,0.990121782,1,26.56480499,37.93545832,40,TRUE,FALSE,5,FALSE,green,
137,dataset_1505,60,Trees,0.990121782,1,26.56502213,37.93700596,40,TRUE,FALSE,10,FALSE,green,
138,dataset_1506,61,Trees,0.990121782,1,26.56813596,37.95537311,40,TRUE,FALSE,5,FALSE,green,
139,dataset_1507,62,Trees,0.990121782,1,26.57359053,37.9420274,40,TRUE,FALSE,5,FALSE,green,
140,dataset_1508,63,Trees,0.990121782,1,26.56742844,37.95271928,40,TRUE,FALSE,5,FALSE,green,
141,dataset_1509,64,Trees,0.990121782,1,26.55902921,37.96358979,40,TRUE,FALSE,5,FALSE,green,
142,dataset_1510,65,Trees,0.990121782,1,26.55820751,37.96348772,40,TRUE,FALSE,5,FALSE,green,
143,dataset_1511,66,Trees,0.990121782,1,26.55786513,37.96420221,40,TRUE,FALSE,5,FALSE,green,
144,dataset_1512,67,Trees,0.990121782,1,26.55802491,37.96524843,40,TRUE,FALSE,5,FALSE,green,
145,dataset_1513,68,Trees,0.990121782,1,26.55743145,37.96499326,40,TRUE,FALSE,5,FALSE,green,
146,dataset_1514,69,Trees,0.990121782,1,26.55775101,37.96540154,40,TRUE,FALSE,5,FALSE,green,
147,dataset_1515,70,Trees,0.990121782,1,26.55819404,37.96418367,40,TRUE,FALSE,5,FALSE,green,
148,dataset_1516,71,Trees,0.990121782,1,26.58310451,37.94963297,40,TRUE,FALSE,5,FALSE,green,
149,dataset_1517,72,Trees,0.990121782,1,26.58634492,37.94621361,40,TRUE,FALSE,5,FALSE,green,
150,dataset_1518,73,Trees,0.990121782,1,26.58876375,37.9443253,40,TRUE,FALSE,5,FALSE,green,
151,dataset_1519,74,Trees,0.990121782,1,26.58483883,37.9407018,40,TRUE,FALSE,5,FALSE,green,
152,dataset_1520,75,Trees,0.990121782,1,26.59743461,37.94646878,40,TRUE,FALSE,5,FALSE,green,
153,dataset_1521,76,Trees,0.990121782,1,26.59757151,37.94560118,40,TRUE,FALSE,10,FALSE,green,
154,dataset_1522,77,Trees,0.990121782,1,26.59693263,37.94876537,40,TRUE,FALSE,5,FALSE,green,
155,dataset_1523,78,Trees,0.990121782,1,26.60327566,37.92467674,40,TRUE,FALSE,5,FALSE,green,
156,dataset_1524,79,Trees,0.990121782,1,26.6010853,37.91748077,40,TRUE,FALSE,5,FALSE,green,
157,dataset_1525,80,Trees,0.990121782,1,26.59703903,37.92256564,40,TRUE,FALSE,5,FALSE,green,
158,dataset_1526,81,Trees,0.990121782,1,26.59705516,37.92189802,40,TRUE,FALSE,5,FALSE,green,
159,dataset_1527,82,Trees,0.990121782,1,26.5984911,37.92225889,40,TRUE,FALSE,5,FALSE,green,
160,dataset_1528,83,Trees,0.990121782,1,26.59629685,37.92164541,40,TRUE,FALSE,5,FALSE,green,
161,dataset_1529,84,Trees,0.990121782,1,26.60816517,37.92119107,40,TRUE,FALSE,5,FALSE,green,
162,dataset_1530,85,Trees,0.990121782,1,26.61603313,37.92204075,40,TRUE,FALSE,5,FALSE,green,
163,dataset_1531,86,Trees,0.990121782,1,26.61087832,37.91688198,40,TRUE,FALSE,5,FALSE,green,
164,dataset_1532,87,Trees,0.990121782,1,26.61174652,37.91597161,40,TRUE,FALSE,5,FALSE,green,
165,dataset_1533,88,Light Intensity,0.990121782,1,26.59997107,37.92999133,40,TRUE,FALSE,5,FALSE,cyan,
166,dataset_1534,89,Light Intensity,0.990121782,1,26.61759305,37.92862591,40,TRUE,FALSE,5,FALSE,cyan,
167,dataset_1535,90,Light Intensity,0.990121782,1,26.61423768,37.92559458,40,TRUE,FALSE,5,FALSE,cyan,
168,dataset_1536,91,Light Intensity,0.990121782,1,26.61294712,37.92155279,40,TRUE,FALSE,5,FALSE,cyan,
169,dataset_1537,92,Light Intensity,0.990121782,1,26.61436673,37.92054235,40,TRUE,FALSE,5,FALSE,cyan,
170,dataset_1538,93,Light Intensity,0.990121782,1,26.61527011,37.92328499,40,TRUE,FALSE,5,FALSE,cyan,
171,dataset_1539,94,Light Intensity,0.990121782,1,26.61372146,37.91707796,40,TRUE,FALSE,5,FALSE,cyan,
172,dataset_1540,95,Light Intensity,0.990121782,1,26.60907538,37.92097539,40,TRUE,FALSE,5,FALSE,cyan,
173,dataset_1541,96,Light Intensity,0.990121782,1,26.60688133,37.92877026,40,TRUE,FALSE,5,FALSE,cyan,
174,dataset_1542,97,Light Intensity,0.990121782,1,26.60533256,37.93483294,40,TRUE,FALSE,5,FALSE,cyan,
175,dataset_1543,98,Light Intensity,0.990121782,1,26.60752664,37.93079116,40,TRUE,FALSE,8,FALSE,cyan,
176,dataset_1544,99,Light Intensity,0.990121782,1,26.60894632,37.92747112,40,TRUE,FALSE,5,FALSE,cyan,
177,dataset_1545,100,Light Intensity,0.990121782,1,26.60817195,37.92602762,40,TRUE,FALSE,5,FALSE,cyan,
178,dataset_1546,101,Light Intensity,0.990121782,1,26.61320523,37.92761547,40,TRUE,FALSE,5,FALSE,cyan,
179,dataset_1547,102,Light Intensity,0.990121782,1,26.60701039,37.92299629,40,TRUE,FALSE,5,FALSE,cyan,
180,dataset_1548,103,Light Intensity,0.990121782,1,26.60455817,37.92025365,40,TRUE,FALSE,5,FALSE,cyan,
181,dataset_1549,104,Light Intensity,0.990121782,1,26.60920444,37.91996495,40,TRUE,FALSE,5,FALSE,cyan,
182,dataset_1550,105,Light Intensity,0.990121782,1,26.60300938,37.91808841,40,TRUE,FALSE,5,FALSE,cyan,
183,dataset_1551,106,Light Intensity,0.990121782,1,26.60623601,37.91563447,40,TRUE,FALSE,8,FALSE,cyan,
184,dataset_1552,107,Light Intensity,0.990121782,1,26.60584882,37.93685383,40,TRUE,FALSE,5,FALSE,cyan,
185,dataset_1553,108,Light Intensity,0.990121782,1,26.60146056,37.93079116,40,TRUE,FALSE,5,FALSE,cyan,
186,dataset_1554,109,Light Intensity,0.990121782,1,26.60107335,37.92674937,40,TRUE,FALSE,5,FALSE,cyan,
187,dataset_1555,110,Light Intensity,0.990121782,1,26.59694305,37.932379,40,TRUE,FALSE,5,FALSE,cyan,
188,dataset_1556,111,Light Intensity,0.990121782,1,26.59875008,37.9329564,40,TRUE,FALSE,5,FALSE,cyan,
189,dataset_1557,112,Light Intensity,0.990121782,1,26.593458,37.93728688,40,TRUE,FALSE,5,FALSE,cyan,
190,dataset_1558,113,Light Intensity,0.990121782,1,26.58700392,37.94017387,40,TRUE,FALSE,5,FALSE,cyan,
191,dataset_1559,114,Light Intensity,0.990121782,1,26.58429309,37.94046257,40,TRUE,FALSE,10,FALSE,cyan,
192,dataset_1560,115,Light Intensity,0.990121782,1,26.58777843,37.94046257,40,TRUE,FALSE,5,FALSE,cyan,
193,dataset_1561,116,Light Intensity,0.990121782,1,26.57486925,37.94392695,40,TRUE,FALSE,5,FALSE,cyan,
194,dataset_1562,117,Light Intensity,0.990121782,1,26.57360749,37.94093966,40,TRUE,FALSE,5,FALSE,cyan,
195,dataset_1563,118,Light Intensity,0.990121782,1,26.57307015,37.94445872,40,TRUE,FALSE,5,FALSE,cyan,
196,dataset_1564,119,Light Intensity,0.990121782,1,26.57193242,37.94039474,40,TRUE,FALSE,5,FALSE,cyan,
197,dataset_1565,120,Light Intensity,0.990121782,1,26.56857571,37.93187812,40,TRUE,FALSE,5,FALSE,cyan,
198,dataset_1566,121,Light Intensity,0.990121782,1,26.57257793,37.93144507,40,TRUE,FALSE,5,FALSE,cyan,
199,dataset_1567,122,Light Intensity,0.990121782,1,26.56767196,37.94746786,40,TRUE,FALSE,5,FALSE,cyan,
200,dataset_1568,123,Light Intensity,0.990121782,1,26.56767196,37.94032256,40,TRUE,FALSE,5,FALSE,cyan,
201,dataset_1569,124,Light Intensity,0.990121782,1,26.57212607,37.94891135,40,TRUE,FALSE,5,FALSE,cyan,
202,dataset_1570,125,Light Intensity,0.990121782,1,26.57438534,37.9490557,40,TRUE,FALSE,5,FALSE,cyan,
203,dataset_1571,126,Light Intensity,0.990121782,1,26.57625727,37.95612882,40,TRUE,FALSE,5,FALSE,cyan,
204,dataset_1572,127,Light Intensity,0.990121782,1,26.57219062,37.95843841,40,TRUE,FALSE,5,FALSE,cyan,
205,dataset_1573,128,Light Intensity,0.990121782,1,26.56857571,37.95403576,40,TRUE,FALSE,5,FALSE,cyan,
206,dataset_1574,129,Light Intensity,0.990121782,1,26.56818839,37.95100442,40,TRUE,FALSE,5,FALSE,cyan,
207,dataset_1575,130,Light Intensity,0.990121782,1,26.56967311,37.94977745,40,TRUE,FALSE,5,FALSE,cyan,
208,dataset_1576,131,Light Intensity,0.990121782,1,26.5639278,37.94941658,40,TRUE,FALSE,5,FALSE,cyan,
209,dataset_1577,132,Light Intensity,0.990121782,1,26.56883392,37.94703481,40,TRUE,FALSE,5,FALSE,cyan,
210,dataset_1578,133,Light Intensity,0.990121782,1,26.56651,37.9559123,40,TRUE,FALSE,5,FALSE,cyan,
211,dataset_1579,134,Light Intensity,0.990121782,1,26.56935035,37.95771667,40,TRUE,FALSE,5,FALSE,cyan,
212,dataset_1580,135,Light Intensity,0.990121782,1,26.56341135,37.9496331,40,TRUE,FALSE,5,FALSE,cyan,
213,dataset_1581,136,Light Intensity,0.990121782,1,26.56463791,37.94746786,40,TRUE,FALSE,5,FALSE,cyan,
214,dataset_1582,137,Light Intensity,0.990121782,1,26.56044174,37.94761221,40,TRUE,FALSE,5,FALSE,cyan,
215,dataset_1583,138,Light Intensity,0.990121782,1,26.56134554,37.94725133,40,TRUE,FALSE,5,FALSE,cyan,
216,dataset_1584,139,Light Intensity,0.990121782,1,26.56031262,37.94761221,40,TRUE,FALSE,5,FALSE,cyan,
217,dataset_1585,140,Light Intensity,0.990121782,1,26.57012497,37.94508609,40,TRUE,FALSE,5,FALSE,cyan,
218,dataset_1586,141,Light Intensity,0.990121782,1,26.55964221,37.95820565,40,TRUE,FALSE,5,FALSE,cyan,
219,dataset_1587,142,Light Intensity,0.990121782,1,26.56532326,37.96335549,40,TRUE,FALSE,5,FALSE,cyan,
220,dataset_1588,143,Light Intensity,0.990121782,1,26.54904706,37.94636101,40,TRUE,FALSE,5,FALSE,cyan,
221,dataset_1589,144,Light Intensity,0.990121782,1,26.54873993,37.95717568,40,TRUE,FALSE,5,FALSE,cyan,
222,dataset_1590,145,Light Intensity,0.990121782,1,26.557339,37.93537468,40,TRUE,FALSE,5,FALSE,cyan,
223,dataset_1591,146,Light Intensity,0.990121782,1,26.54812569,37.96524376,40,TRUE,FALSE,5,FALSE,cyan,
224,dataset_1592,147,Light Intensity,0.990121782,1,26.55457508,37.95666069,40,TRUE,FALSE,5,FALSE,cyan,
225,dataset_1593,148,Light Intensity,0.990121782,1,26.54996841,37.9695353,40,TRUE,FALSE,5,FALSE,cyan,
226,dataset_1594,149,Light Intensity,0.990121782,1,26.55718545,37.96696038,40,TRUE,FALSE,5,FALSE,cyan,
227,dataset_1595,150,Light Intensity,0.990121782,1,26.55595705,37.96266884,40,TRUE,FALSE,5,FALSE,cyan,
228,dataset_1596,151,Light Intensity,0.990121782,1,26.53676159,37.97399849,40,TRUE,FALSE,5,FALSE,cyan,
229,dataset_1597,152,Light Intensity,0.990121782,1,26.54397946,37.96747536,40,TRUE,FALSE,10,FALSE,cyan,
230,dataset_1598,153,Light Intensity,0.990121782,1,26.54935418,37.94636101,40,TRUE,FALSE,5,FALSE,cyan,
231,dataset_1599,154,Light Intensity,0.990121782,1,26.5599493,37.96816201,40,TRUE,FALSE,5,FALSE,cyan,
